id,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow ID,Src IP,Src Port,Dst IP
AL-0756,80,6,20/02/2018 10:26:34,1415253,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,695.282045,4.946112109,235875.5,577579.6547,1414855.0,3.0,369.0,184.5,245.3660531,358.0,11.0,1415248.0,471749.3333,816753.4836,1414855.0,26.0,0,0,0,0,72,92,2.119762332,2.826349776,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.11.51-80-56354-6,18.218.11.51,56354.0,172.31.69.25
AL-0757,80,6,20/02/2018 10:26:19,1144008,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,860.1338452,6.11883833,190668.0,466835.0416,1143591.0,4.0,393.0,196.5,218.4959954,351.0,42.0,1144004.0,381334.6667,660133.3752,1143591.0,20.0,0,0,0,0,72,92,2.622359284,3.496479046,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-52.14.136.135-80-56898-6,52.14.136.135,56898.0,172.31.69.25
AL-0758,80,6,20/02/2018 10:27:17,1704325,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,577.3546712,4.107197864,284054.1667,695553.1193,1703846.0,6.0,448.0,224.0,195.1614716,362.0,86.0,1704319.0,568106.3333,983579.4262,1703846.0,25.0,0,0,0,0,72,92,1.760227656,2.346970208,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.9.1-80-57609-6,18.219.9.1,57609.0,172.31.69.25
AL-0759,80,6,20/02/2018 10:30:12,1435900,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,685.2844906,4.874991295,239316.6667,585946.5539,1435375.0,1.0,483.0,241.5,340.1183618,482.0,1.0,1435897.0,478632.3333,828563.484,1435375.0,39.0,0,0,0,0,72,92,2.089281983,2.785709311,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.9.1-80-58965-6,18.219.9.1,58965.0,172.31.69.25
AL-0760,80,6,20/02/2018 10:32:23,1375804,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,715.2181561,5.087934037,229300.6667,561497.6904,1375453.0,1.0,325.0,162.5,228.3954903,324.0,1.0,1375797.0,458599.0,794018.8697,1375453.0,22.0,0,0,0,0,72,92,2.180543159,2.907390878,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.5.43-80-59584-6,18.219.5.43,59584.0,172.31.69.25
AL-0761,80,6,20/02/2018 10:42:05,1627532,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,604.5964073,4.300990702,271255.3333,664246.5951,1627143.0,6.0,353.0,176.5,168.9985207,296.0,57.0,1627526.0,542508.6667,939320.9009,1627143.0,27.0,0,0,0,0,72,92,1.84328173,2.457708973,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-52.14.136.135-80-64289-6,52.14.136.135,64289.0,172.31.69.25
AL-0762,80,6,20/02/2018 10:46:42,1535327,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,640.9058135,4.559289324,255887.8333,626608.9658,1534948.0,2.0,347.0,173.5,239.7091988,343.0,4.0,1535325.0,511775.0,886093.8256,1534948.0,25.0,0,0,0,0,72,92,1.953981139,2.605308185,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.55.126-80-49814-6,18.218.55.126,49814.0,172.31.69.25
AL-0763,80,6,20/02/2018 10:15:41,41470215,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.048227384,41500000.0,0.0,41500000.0,41500000.0,41500000.0,41500000.0,0.0,41500000.0,41500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.048227384,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,41500000.0,0.0,41500000.0,41500000.0,172.31.69.25-18.218.229.235-80-51937-6,18.218.229.235,51937.0,172.31.69.25
AL-0764,80,6,20/02/2018 10:15:49,9902252,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.201974258,9902252.0,0.0,9902252.0,9902252.0,9902252.0,9902252.0,0.0,9902252.0,9902252.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.201974258,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,9902252.0,0.0,9902252.0,9902252.0,172.31.69.25-18.218.11.51-80-51311-6,18.218.11.51,51311.0,172.31.69.25
AL-0765,80,6,20/02/2018 10:48:44,1502126,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,655.0715453,4.660061806,250354.3333,613043.9389,1501725.0,2.0,373.0,186.5,260.9224023,371.0,2.0,1502119.0,500706.3333,866907.6127,1501725.0,22.0,0,0,0,0,72,92,1.997169345,2.66289246,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.216.24.42-80-50638-6,18.216.24.42,50638.0,172.31.69.25
AL-0766,80,6,20/02/2018 10:38:31,982563,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1001.462502,7.124225113,163760.5,400932.7415,982161.0,6.0,346.0,173.0,188.0904038,306.0,40.0,982557.0,327519.0,566936.6217,982161.0,50.0,0,0,0,0,72,92,3.053239334,4.070985779,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.32.43-80-62029-6,18.219.32.43,62029.0,172.31.69.25
AL-0767,80,6,20/02/2018 10:51:52,1172356,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,839.3354919,5.970882565,195392.6667,478433.5327,1171991.0,5.0,330.0,165.0,186.6761902,297.0,33.0,1172351.0,390783.6667,676545.4129,1171991.0,30.0,0,0,0,0,72,92,2.558949671,3.411932894,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-52.14.136.135-80-52493-6,52.14.136.135,52493.0,172.31.69.25
AL-0768,80,6,20/02/2018 10:41:26,1190754,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,826.367159,5.878628163,198459.0,485934.6882,1190369.0,11.0,352.0,176.0,205.0609665,321.0,31.0,1190743.0,396914.3333,687151.9181,1190369.0,21.0,0,0,0,0,72,92,2.51941207,3.359216093,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.216.200.189-80-64045-6,18.216.200.189,64045.0,172.31.69.25
AL-0769,80,6,20/02/2018 10:41:50,1641687,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,599.3834391,4.263906579,273614.5,670060.62,1641370.0,4.0,286.0,143.0,154.1492783,252.0,34.0,1641683.0,547227.6667,947555.065,1641370.0,26.0,0,0,0,0,72,92,1.827388534,2.436518045,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.5.43-80-64012-6,18.219.5.43,64012.0,172.31.69.25
AL-0770,80,6,20/02/2018 10:18:04,1167577,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,842.7709693,5.995321936,194596.1667,475848.3046,1165917.0,5.0,1620.0,810.0,541.6437944,1193.0,427.0,1167572.0,389190.6667,672665.2068,1165917.0,32.0,0,0,0,0,72,92,2.569423687,3.425898249,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.11.51-80-52371-6,18.218.11.51,52371.0,172.31.69.25
AL-0771,80,6,20/02/2018 10:17:31,34325977,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.058264911,34300000.0,0.0,34300000.0,34300000.0,34300000.0,34300000.0,0.0,34300000.0,34300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.058264911,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,34300000.0,0.0,34300000.0,34300000.0,172.31.69.25-18.218.11.51-80-52099-6,18.218.11.51,52099.0,172.31.69.25
AL-0772,80,6,20/02/2018 10:52:46,1785625,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,551.0675534,3.92019601,297604.1667,728829.9221,1785322.0,2.0,278.0,139.0,193.747258,276.0,2.0,1785618.0,595206.0,1030670.698,1785322.0,19.0,0,0,0,0,72,92,1.680084004,2.240112006,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.5.43-80-52769-6,18.219.5.43,52769.0,172.31.69.25
AL-0773,80,6,20/02/2018 10:17:10,1450141,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,678.5547061,4.827116811,241690.1667,591824.09,1449746.0,1.0,354.0,177.0,248.901587,353.0,1.0,1450137.0,483379.0,836898.3864,1449746.0,37.0,0,0,0,0,72,92,2.068764348,2.758352464,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.32.43-80-52021-6,18.219.32.43,52021.0,172.31.69.25
AL-0774,80,6,20/02/2018 10:29:43,1580983,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,622.3975843,4.427625091,263497.1667,645229.3362,1580566.0,5.0,386.0,193.0,265.8721497,381.0,5.0,1580978.0,526992.6667,912421.2896,1580566.0,24.0,0,0,0,0,72,92,1.897553611,2.530071481,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.216.200.189-80-58622-6,18.216.200.189,58622.0,172.31.69.25
AL-0775,80,6,20/02/2018 10:35:41,1627280,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,604.6900349,4.301656752,271213.3333,664152.0485,1626908.0,2.0,336.0,168.0,234.7594514,334.0,2.0,1627276.0,542425.3333,939189.5516,1626908.0,32.0,0,0,0,0,72,92,1.84356718,2.458089573,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.9.1-80-61507-6,18.219.9.1,61507.0,172.31.69.25
AL-0776,80,6,20/02/2018 10:15:40,1518293,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,648.0962502,4.610440804,253048.8333,619576.4907,1517754.0,6.0,509.0,254.5,286.3782464,457.0,52.0,1518287.0,506095.6667,876121.8502,1517754.0,24.0,0,0,0,0,72,92,1.975903202,2.634537602,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.216.200.189-80-52112-6,18.216.200.189,52112.0,172.31.69.25
AL-0777,80,6,20/02/2018 10:17:17,931691,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1056.144151,7.513220585,155281.8333,380172.1788,931305.0,3.0,355.0,177.5,222.7386361,335.0,20.0,931688.0,310562.6667,537578.655,931305.0,27.0,0,0,0,0,72,92,3.219951679,4.293268906,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.9.1-80-52983-6,18.219.9.1,52983.0,172.31.69.25
AL-0778,80,6,20/02/2018 10:15:18,53611175,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.037305655,53600000.0,0.0,53600000.0,53600000.0,53600000.0,53600000.0,0.0,53600000.0,53600000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.037305655,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,53600000.0,0.0,53600000.0,53600000.0,172.31.69.25-18.219.32.43-80-51134-6,18.219.32.43,51134.0,172.31.69.25
AL-0779,80,6,20/02/2018 10:35:41,1835545,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,536.0805646,3.813581252,305924.1667,749089.6673,1834997.0,3.0,489.0,244.5,341.5325753,486.0,3.0,1835539.0,611846.3333,1059279.575,1834997.0,41.0,0,0,0,0,72,92,1.634391965,2.179189287,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.216.200.189-80-61387-6,18.216.200.189,61387.0,172.31.69.25
AL-0780,80,6,20/02/2018 10:42:47,1890245,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,520.5674397,3.703223656,315040.8333,771519.3044,1889898.0,2.0,316.0,158.0,220.6173157,314.0,2.0,1890238.0,630079.3333,1091034.979,1889898.0,24.0,0,0,0,0,72,92,1.587095853,2.116127804,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.229.235-80-64653-6,18.218.229.235,64653.0,172.31.69.25
AL-0781,80,6,20/02/2018 10:14:44,1061062,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,927.3727643,6.597163973,176843.6667,432263.5,1059197.0,3.0,1834.0,917.0,892.3687579,1548.0,286.0,1061059.0,353686.3333,610990.8287,1059197.0,27.0,0,0,0,0,72,92,2.827355989,3.769807985,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.115.60-80-51111-6,18.218.115.60,51111.0,172.31.69.25
AL-0782,80,6,20/02/2018 10:47:52,1112914,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,884.1653533,6.28979418,185485.6667,454181.1316,1112579.0,6.0,305.0,152.5,146.3711037,256.0,49.0,1112908.0,370969.3333,642252.8264,1112579.0,24.0,0,0,0,0,72,92,2.695626077,3.594168103,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.55.126-80-50346-6,18.218.55.126,50346.0,172.31.69.25
AL-0783,80,6,20/02/2018 10:49:02,1207856,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,814.666649,5.795392828,201309.3333,492892.0613,1207421.0,9.0,398.0,199.0,251.7300141,377.0,21.0,1207845.0,402615.0,696982.4654,1207421.0,28.0,0,0,0,0,72,92,2.483739784,3.311653045,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.32.43-80-50580-6,18.219.32.43,50580.0,172.31.69.25
AL-0784,80,6,20/02/2018 10:17:18,34075024,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.058694016,34100000.0,0.0,34100000.0,34100000.0,34100000.0,34100000.0,0.0,34100000.0,34100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.058694016,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,34100000.0,0.0,34100000.0,34100000.0,172.31.69.25-18.216.200.189-80-52860-6,18.216.200.189,52860.0,172.31.69.25
AL-0785,80,6,20/02/2018 10:17:22,1569565,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,626.9252946,4.459834413,261594.1667,640522.8892,1569056.0,6.0,477.0,238.5,258.0939751,421.0,56.0,1569558.0,523186.0,905750.017,1569056.0,26.0,0,0,0,0,72,92,1.911357605,2.548476807,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.229.235-80-52747-6,18.218.229.235,52747.0,172.31.69.25
AL-0786,80,6,20/02/2018 10:36:13,597567,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1646.677276,11.71416762,99594.5,243722.0736,597090.0,6.0,442.0,221.0,265.8721497,409.0,33.0,597561.0,199187.0,344594.1687,597090.0,28.0,0,0,0,0,72,92,5.02035755,6.693810066,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.32.43-80-60947-6,18.219.32.43,60947.0,172.31.69.25
AL-0787,80,6,20/02/2018 10:16:33,855965,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1149.579714,8.17790447,142660.8333,349252.7668,855570.0,2.0,368.0,184.0,257.3868684,366.0,2.0,855960.0,285320.0,493851.0172,855570.0,21.0,0,0,0,0,72,92,3.504816202,4.673088269,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.229.235-80-52358-6,18.218.229.235,52358.0,172.31.69.25
AL-0788,80,6,20/02/2018 10:21:46,1406126,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,699.7950397,4.978216746,234354.3333,573815.8527,1405651.0,3.0,443.0,221.5,235.4665581,388.0,55.0,1406122.0,468707.3333,811417.0435,1405651.0,29.0,0,0,0,0,72,92,2.133521463,2.844695283,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.9.1-80-55063-6,18.219.9.1,55063.0,172.31.69.25
AL-0789,80,6,20/02/2018 10:45:34,777761,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1265.170149,9.000194147,129626.8333,317311.9036,777337.0,8.0,390.0,195.0,183.8477631,325.0,65.0,777752.0,259250.6667,448675.9627,777337.0,26.0,0,0,0,0,72,92,3.857226063,5.142968084,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.5.43-80-49381-6,18.219.5.43,49381.0,172.31.69.25
AL-0790,80,6,20/02/2018 10:27:16,1229160,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,800.5467148,5.694946142,204860.0,501636.4051,1228821.0,3.0,294.0,147.0,203.646753,291.0,3.0,1229153.0,409717.6667,709364.3062,1228821.0,40.0,0,0,0,0,72,92,2.440691204,3.254254938,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-52.14.136.135-80-57343-6,52.14.136.135,57343.0,172.31.69.25
AL-0791,80,6,20/02/2018 10:24:05,780491,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1260.744839,8.968713284,130081.8333,318421.0501,780056.0,1.0,408.0,204.0,287.0853532,407.0,1.0,780487.0,260162.3333,450241.1642,780056.0,22.0,0,0,0,0,72,92,3.843734265,5.12497902,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.216.24.42-80-55464-6,18.216.24.42,55464.0,172.31.69.25
AL-0792,80,6,20/02/2018 10:15:01,1859134,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,529.2786857,3.765193902,309855.6667,758636.5795,1858416.0,1.0,695.0,347.5,490.0249994,694.0,1.0,1859129.0,619709.6667,1072751.207,1858416.0,16.0,0,0,0,0,72,92,1.613654529,2.151539373,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.218.229.235-80-51644-6,18.218.229.235,51644.0,172.31.69.25
AL-0793,80,6,20/02/2018 10:40:02,1342660,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,732.8735495,5.213531348,223776.6667,547945.1507,1342265.0,6.0,360.0,180.0,166.8772004,298.0,62.0,1342654.0,447551.3333,774844.7832,1342265.0,24.0,0,0,0,0,72,92,2.234370578,2.97916077,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.32.43-80-62744-6,18.219.32.43,62744.0,172.31.69.25
AL-0794,80,6,20/02/2018 10:50:57,919311,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1070.366829,7.614398174,153218.5,375131.777,918953.0,4.0,325.0,162.5,188.7975106,296.0,29.0,919307.0,306435.6667,530455.5921,918953.0,27.0,0,0,0,0,72,92,3.263313503,4.351084671,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.219.9.1-80-52200-6,18.219.9.1,52200.0,172.31.69.25
AL-0795,80,6,20/02/2018 10:18:00,1605717,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.245549496,1605717.0,0.0,1605717.0,1605717.0,1605717.0,1605717.0,0.0,1605717.0,1605717.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1.245549496,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,172.31.69.25-18.216.24.42-80-52599-6,18.216.24.42,52599.0,172.31.69.25
