id,timestamp,sourceIp,destinationIp,destinationPort,protocol,flowDuration,totalFwdPackets,totalBwdPackets,flowBytesPerSecond,flowPacketsPerSecond,packetLengthMean,fwdPacketLengthMean,synFlagCount,ackFlagCount,finFlagCount,rstFlagCount
AL-0658,02/03/2018 02:25:27,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0659,02/03/2018 01:00:46,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0660,02/03/2018 03:32:43,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0661,02/03/2018 10:36:10,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0662,02/03/2018 11:26:46,unknown-source,unknown-destination,8080,TCP,15200000,30,9,3080,43,148,128,1,9,0,0
AL-0663,02/03/2018 11:14:29,unknown-source,unknown-destination,8080,TCP,16000000,31,10,3200,45,150,130,1,10,0,0
AL-0664,02/03/2018 12:28:37,unknown-source,unknown-destination,8080,TCP,16800000,32,11,3320,47,152,132,1,8,0,0
AL-0665,02/03/2018 12:57:11,unknown-source,unknown-destination,8080,TCP,12000000,26,9,2600,35,140,120,1,8,0,0
AL-0666,02/03/2018 11:44:16,unknown-source,unknown-destination,8080,TCP,12800000,27,10,2720,37,142,122,1,9,0,0
AL-0667,02/03/2018 03:34:05,unknown-source,unknown-destination,8080,TCP,13600000,28,11,2840,39,144,124,1,10,0,0
AL-0668,02/03/2018 03:51:53,unknown-source,unknown-destination,8080,TCP,14400000,29,12,2960,41,146,126,1,8,0,0
AL-0669,15/02/2018 09:30:58,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0670,15/02/2018 09:56:10,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0671,15/02/2018 09:51:35,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0672,15/02/2018 09:55:20,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0673,15/02/2018 09:39:58,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0674,15/02/2018 09:29:59,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0675,15/02/2018 09:28:37,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0676,15/02/2018 09:56:02,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0677,15/02/2018 09:30:09,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0678,15/02/2018 09:28:08,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0679,15/02/2018 09:29:54,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0680,15/02/2018 11:23:51,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0681,15/02/2018 09:28:23,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0682,15/02/2018 09:29:26,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0683,15/02/2018 11:26:52,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0684,15/02/2018 09:38:10,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0685,15/02/2018 09:56:23,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0686,15/02/2018 09:55:20,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0687,15/02/2018 09:50:33,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0688,15/02/2018 09:39:09,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0689,15/02/2018 09:55:53,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0690,15/02/2018 09:52:26,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0691,15/02/2018 09:52:17,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0692,15/02/2018 09:50:31,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0693,15/02/2018 11:02:05,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0694,15/02/2018 09:38:39,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0695,15/02/2018 09:52:05,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0696,15/02/2018 09:49:56,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0697,15/02/2018 09:49:58,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0698,15/02/2018 09:50:12,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0699,15/02/2018 09:40:17,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0700,15/02/2018 09:51:35,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0701,15/02/2018 09:49:44,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0702,15/02/2018 09:39:07,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0703,15/02/2018 09:50:24,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0704,15/02/2018 11:14:05,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0705,15/02/2018 09:50:05,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0706,15/02/2018 09:27:54,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0707,15/02/2018 09:39:28,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0708,15/02/2018 09:30:34,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0709,15/02/2018 09:53:24,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0710,15/02/2018 09:38:46,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0711,15/02/2018 09:30:50,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0712,15/02/2018 09:52:31,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0713,15/02/2018 09:52:26,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0714,15/02/2018 09:55:27,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0715,15/02/2018 09:50:17,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0716,15/02/2018 09:49:42,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0717,15/02/2018 09:29:24,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0718,15/02/2018 09:29:03,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0719,15/02/2018 09:52:03,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0720,15/02/2018 11:00:21,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0721,15/02/2018 11:06:36,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0722,15/02/2018 09:51:42,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0723,15/02/2018 11:09:19,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0724,15/02/2018 11:00:21,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0725,15/02/2018 09:27:48,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0726,15/02/2018 11:19:08,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0727,15/02/2018 09:28:42,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0728,15/02/2018 09:29:17,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0729,15/02/2018 11:04:31,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0730,15/02/2018 09:31:05,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0731,15/02/2018 09:49:44,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0732,15/02/2018 09:27:46,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0733,15/02/2018 09:51:37,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0734,15/02/2018 09:40:05,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0735,15/02/2018 09:30:08,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0736,15/02/2018 09:51:00,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0737,15/02/2018 11:01:00,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0738,15/02/2018 09:38:41,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0739,15/02/2018 09:50:17,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0740,15/02/2018 09:39:37,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0741,15/02/2018 09:49:24,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0742,15/02/2018 09:29:17,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0743,15/02/2018 09:51:51,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0744,15/02/2018 09:37:59,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0745,15/02/2018 09:55:41,unknown-source,unknown-destination,80,TCP,1050000,101,3,89500,774,239,219,11,3,0,0
AL-0746,15/02/2018 09:53:24,unknown-source,unknown-destination,80,TCP,1100000,103,4,91000,792,242,222,8,2,0,0
AL-0747,15/02/2018 09:54:21,unknown-source,unknown-destination,80,TCP,1150000,105,5,92500,810,245,225,9,3,0,0
AL-0748,15/02/2018 11:18:23,unknown-source,unknown-destination,80,TCP,1200000,107,3,94000,828,248,228,10,2,0,0
AL-0749,15/02/2018 09:49:58,unknown-source,unknown-destination,80,TCP,900000,95,3,85000,720,230,210,8,2,0,0
AL-0750,15/02/2018 09:51:02,unknown-source,unknown-destination,80,TCP,950000,97,4,86500,738,233,213,9,3,0,0
AL-0751,15/02/2018 09:54:59,unknown-source,unknown-destination,80,TCP,1000000,99,5,88000,756,236,216,10,2,0,0
AL-0752,20/02/2018 10:24:54,18.218.55.126,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0753,20/02/2018 10:30:46,18.218.229.235,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0754,20/02/2018 10:37:44,18.219.32.43,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0755,20/02/2018 10:40:57,18.219.5.43,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0756,20/02/2018 10:26:34,18.218.11.51,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0757,20/02/2018 10:26:19,52.14.136.135,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0758,20/02/2018 10:27:17,18.219.9.1,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0759,20/02/2018 10:30:12,18.219.9.1,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0760,20/02/2018 10:32:23,18.219.5.43,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0761,20/02/2018 10:42:05,52.14.136.135,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0762,20/02/2018 10:46:42,18.218.55.126,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0763,20/02/2018 10:15:41,18.218.229.235,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0764,20/02/2018 10:15:49,18.218.11.51,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0765,20/02/2018 10:48:44,18.216.24.42,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0766,20/02/2018 10:38:31,18.219.32.43,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0767,20/02/2018 10:51:52,52.14.136.135,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0768,20/02/2018 10:41:26,18.216.200.189,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0769,20/02/2018 10:41:50,18.219.5.43,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0770,20/02/2018 10:18:04,18.218.11.51,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0771,20/02/2018 10:17:31,18.218.11.51,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0772,20/02/2018 10:52:46,18.219.5.43,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0773,20/02/2018 10:17:10,18.219.32.43,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0774,20/02/2018 10:29:43,18.216.200.189,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0775,20/02/2018 10:35:41,18.219.9.1,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0776,20/02/2018 10:15:40,18.216.200.189,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0777,20/02/2018 10:17:17,18.219.9.1,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0778,20/02/2018 10:15:18,18.219.32.43,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0779,20/02/2018 10:35:41,18.216.200.189,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0780,20/02/2018 10:42:47,18.218.229.235,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0781,20/02/2018 10:14:44,18.218.115.60,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0782,20/02/2018 10:47:52,18.218.55.126,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0783,20/02/2018 10:49:02,18.219.32.43,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0784,20/02/2018 10:17:18,18.216.200.189,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0785,20/02/2018 10:17:22,18.218.229.235,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0786,20/02/2018 10:36:13,18.219.32.43,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0787,20/02/2018 10:16:33,18.218.229.235,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0788,20/02/2018 10:21:46,18.219.9.1,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0789,20/02/2018 10:45:34,18.219.5.43,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0790,20/02/2018 10:27:16,52.14.136.135,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0791,20/02/2018 10:24:05,18.216.24.42,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0792,20/02/2018 10:15:01,18.218.229.235,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0793,20/02/2018 10:40:02,18.219.32.43,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0794,20/02/2018 10:50:57,18.219.9.1,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0795,20/02/2018 10:18:00,18.216.24.42,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0796,20/02/2018 10:35:44,18.219.32.43,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0797,20/02/2018 10:37:05,18.216.200.189,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0798,20/02/2018 10:31:35,18.219.9.1,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0799,20/02/2018 10:45:30,18.219.32.43,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0800,20/02/2018 10:27:50,18.218.115.60,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0801,20/02/2018 10:38:26,18.219.5.43,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0802,20/02/2018 10:29:27,18.216.200.189,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0803,20/02/2018 10:20:39,18.218.229.235,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0804,20/02/2018 10:14:10,52.14.136.135,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0805,20/02/2018 10:52:24,18.216.24.42,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0806,20/02/2018 10:21:37,18.218.11.51,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0807,20/02/2018 10:25:23,18.216.200.189,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0808,20/02/2018 10:34:30,18.218.55.126,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0809,20/02/2018 10:49:20,18.218.55.126,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0810,20/02/2018 10:48:27,52.14.136.135,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0811,20/02/2018 10:38:11,52.14.136.135,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0812,20/02/2018 10:25:11,18.219.5.43,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0813,20/02/2018 10:36:57,18.218.55.126,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0814,20/02/2018 10:45:44,52.14.136.135,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0815,20/02/2018 10:22:31,18.219.32.43,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0816,20/02/2018 10:39:05,18.218.229.235,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0817,20/02/2018 10:34:05,18.219.32.43,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0818,20/02/2018 10:29:10,18.219.5.43,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0819,20/02/2018 10:27:04,18.219.32.43,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0820,20/02/2018 10:29:16,18.218.229.235,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0821,20/02/2018 10:22:08,18.218.11.51,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0822,20/02/2018 10:40:14,18.219.9.1,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0823,20/02/2018 10:45:10,18.219.9.1,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0824,20/02/2018 10:32:24,18.219.9.1,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0825,20/02/2018 10:23:30,18.219.5.43,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0826,20/02/2018 10:24:46,18.216.200.189,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0827,20/02/2018 10:46:44,18.219.32.43,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0828,20/02/2018 10:51:54,52.14.136.135,172.31.69.25,80,TCP,890000,141,4,154000,1004,268,248,12,2,0,0
AL-0829,20/02/2018 10:31:54,18.219.9.1,172.31.69.25,80,TCP,935000,144,2,156000,1026,272,252,13,3,0,0
AL-0830,20/02/2018 10:15:06,18.219.9.1,172.31.69.25,80,TCP,980000,147,3,158000,1048,276,256,14,2,0,0
AL-0831,20/02/2018 10:21:43,18.219.9.1,172.31.69.25,80,TCP,1025000,150,4,160000,1070,280,260,10,3,0,0
AL-0832,20/02/2018 10:23:31,18.218.55.126,172.31.69.25,80,TCP,1070000,153,2,162000,1092,284,264,11,2,0,0
AL-0833,20/02/2018 10:34:39,18.219.32.43,172.31.69.25,80,TCP,800000,135,2,150000,960,260,240,10,2,0,0
AL-0834,20/02/2018 10:17:49,18.219.32.43,172.31.69.25,80,TCP,845000,138,3,152000,982,264,244,11,3,0,0
AL-0835,22/02/2018 11:00:16,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0836,22/02/2018 10:23:14,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0837,22/02/2018 10:17:51,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0838,22/02/2018 02:26:36,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0839,22/02/2018 10:29:59,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0840,22/02/2018 11:04:50,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0841,22/02/2018 10:35:45,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0842,22/02/2018 10:49:13,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0843,22/02/2018 01:59:05,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0844,22/02/2018 10:51:09,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0845,22/02/2018 01:54:24,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0846,22/02/2018 10:25:10,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0847,22/02/2018 11:19:20,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0848,22/02/2018 10:29:02,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0849,22/02/2018 10:54:05,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0850,22/02/2018 11:09:40,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0851,22/02/2018 01:53:04,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0852,22/02/2018 11:17:23,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0853,22/02/2018 02:28:39,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0854,22/02/2018 10:43:27,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0855,22/02/2018 10:14:02,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0856,22/02/2018 11:07:45,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0857,22/02/2018 10:34:47,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0858,22/02/2018 02:07:42,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0859,22/02/2018 04:16:54,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0860,22/02/2018 11:08:41,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0861,22/02/2018 11:15:28,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0862,22/02/2018 11:01:14,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0863,22/02/2018 10:56:05,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0864,22/02/2018 04:27:51,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0865,22/02/2018 10:21:18,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0866,22/02/2018 10:45:24,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0867,22/02/2018 10:26:07,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0868,22/02/2018 04:19:58,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0869,22/02/2018 10:58:06,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0870,22/02/2018 10:47:19,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0871,22/02/2018 10:31:54,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0872,22/02/2018 10:20:22,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0873,22/02/2018 02:14:32,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
